rank,objective_value,ring_a,ring_b,ring_c,fixed_count
662,107462.5075011558,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
663,107460.4450114352,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.26,24
664,107449.9800137095,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,24
665,107446.6677364706,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,24
666,107445.7990192957,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
667,107435.9779330906,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.26,24
668,107430.5182508086,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
669,107430.1469075382,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_30,24
670,107430.1054590443,base_cap_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
671,107428.5679444238,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,24
672,107428.5679444238,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,24
673,107412.1896501979,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-60,24
674,107409.1456527306,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_1_tilt_all_0,24
675,107409.1456527306,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_0,24
676,107406.8453452554,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
677,107405.5437825695,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
678,107393.3688615209,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_45,24
679,107390.4213353910,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_2_tilt_all_-10,24
680,107386.6315467197,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,24
681,107385.1677681091,base_cap_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
682,107380.6813241136,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
683,107377.7117270646,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,24
684,107364.2250431312,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,24
685,107361.5147602090,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
686,107360.4899477961,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,24
687,107356.7771067886,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
688,107356.2763558860,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_-15,24
689,107355.7892268338,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
690,107355.5690314314,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,24
691,107355.0119532634,base_cap_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
692,107354.4951270992,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,24
693,107351.4476094712,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,24
694,107347.3474647991,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-10,24
695,107346.1846497684,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,24
696,107338.2249610726,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.41,24
697,107338.0307362342,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_0,24
698,107330.7993051321,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,24
699,107327.6506866098,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_0,24
700,107325.1704802518,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_45,24
701,107317.1888670672,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
702,107316.7145360479,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,24
703,107309.3056744980,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
704,107306.8498273689,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
705,107306.2589670090,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
706,107303.1253405922,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-60,24
707,107302.8405658625,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-45,upperarm_cap_1_tilt_all_0,24
708,107299.9071690046,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
709,107297.1875220735,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,24
710,107293.9127566136,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.46,24
711,107293.6641508132,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,24
712,107292.3659491276,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-10,24
713,107289.7604922638,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
714,107288.6418909215,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_45,24
715,107286.7597730677,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
716,107282.8198637322,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,24
717,107282.7906733273,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,24
718,107280.1911665371,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-10,24
719,107275.2210427169,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_30,24
720,107274.4925303536,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,24
721,107268.1499120569,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,24
722,107264.2221488634,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-15,24
723,107262.7190601085,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,24
724,107261.9340182439,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
725,107260.8348494241,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,24
726,107258.3201597687,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_30,24
727,107257.4041220622,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_-15,24
728,107256.6608381396,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
729,107251.3953722359,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_15,24
730,107240.7173965432,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.41,24
731,107240.5303230690,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,24
732,107232.6044023679,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,24
733,107230.3963218854,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-10,24
734,107230.2670784293,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.36,24
735,107227.7656130267,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
736,107226.7157474334,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-10,24
737,107226.5962708181,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
738,107225.0816217698,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_45,24
739,107223.5842325780,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,24
740,107222.4621595537,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
741,107221.3751502207,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_0,24
742,107218.5638226095,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,24
743,107218.5070886516,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
744,107215.5944507177,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-15,24
745,107215.3497398920,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-60,24
746,107210.4688410802,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-15,24
747,107204.2588478134,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_60,24
748,107203.9358914790,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_-15,24
749,107199.2340445292,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
750,107194.3386453454,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_-10,24
751,107189.0409512568,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
752,107188.8429694889,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
753,107188.0300984382,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,24
754,107185.5330811396,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,24
755,107183.1498329468,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,24
756,107180.0860179434,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,24
757,107179.7351099854,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
758,107177.4339402849,base_cap_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
759,107176.9182782014,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-15,24
760,107165.6000575466,flange_ring_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,24
761,107161.7837220777,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_2_tilt_all_-10,24
762,107161.7837220777,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_2_tilt_all_-10,24
763,107161.2062854277,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_-15,24
764,107156.8773011656,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,24
765,107154.6897010136,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
766,107153.6535575224,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.31,24
767,107152.6132971307,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,24
768,107151.0570667884,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
769,107150.5136465589,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.21,24
770,107150.4550657118,base_cap_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
771,107149.9688595136,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-15,24
772,107142.3310837990,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
773,107142.0317336360,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.21,24
774,107139.0884373413,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,24
775,107136.6429599900,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,24
776,107135.0640143796,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,24
777,107133.8136198671,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_0,24
778,107127.0335180062,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_10,24
779,107117.2784005512,flange_ring_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
780,107117.0987051675,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,24
781,107115.3332397749,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,24
782,107110.2709665451,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_0,24
783,107100.4430062521,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,24
784,107095.1710081160,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.46,24
785,107094.4000790252,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,upperarm_cap_2_tilt_all_0,24
786,107093.9301776374,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_0,24
787,107089.3925031680,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
788,107086.6623642445,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.30,upperarm_cap_2_tilt_all_-10,24
789,107086.4210611355,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_30,24
790,107086.0708182298,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_60,24
791,107083.1042930762,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_2_tilt_all_-10,24
792,107081.3210701106,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-30,24
793,107075.5865546111,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-15,24
794,107070.9510319068,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_0,24
795,107070.8989828455,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_2_tilt_all_-15,24
796,107068.7212155238,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_45,24
797,107065.0170787960,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
798,107058.2883754010,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,24
799,107057.6903006609,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
800,107056.6508433740,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.16,24
801,107051.3569470213,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_0,24
802,107049.0068269110,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_15,24
803,107048.5680985006,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-15,24
804,107041.7030294474,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_45,24
805,107041.7030294474,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.11,24
806,107040.6627398040,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,24
807,107034.3322066947,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,24
808,107031.4115210737,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,24
809,107026.6962624252,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_10,24
810,107026.6378102384,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,24
811,107023.6415948758,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-60,24
812,107019.5468382787,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_0,24
813,107017.5136870890,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-30,24
814,107016.9213001252,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-60,24
815,106999.7644124644,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
816,106998.9085426394,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_-10,24
817,106987.3923450551,base_cap_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
818,106986.7099534568,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-15,24
819,106985.7781435780,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,24
820,106978.4729743661,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
821,106976.4866649407,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,24
822,106973.8823874305,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
823,106961.6643278204,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,24
824,106960.6401949710,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,24
825,106960.5567720386,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-10,24
826,106952.3448319193,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
827,106952.1729188499,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_0,24
828,106950.8791450812,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_30,24
829,106947.9085364655,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-15,24
830,106946.3175257766,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,24
831,106942.3673700876,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_45,24
832,106936.7569784750,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,24
833,106935.6838627014,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_0,24
834,106935.6838627014,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.11,24
835,106928.5533935341,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-15,24
836,106923.8096158424,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
837,106922.8757414734,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
838,106917.6668761734,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.50,upperarm_cap_1_tilt_all_-10,24
839,106911.2033965963,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.26,24
840,106908.0927988152,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,24
841,106905.0780451574,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
842,106903.1241598029,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
843,106900.4276242981,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,24
844,106898.4210253363,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,24
845,106897.9142273813,base_cap_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,24
846,106897.1000981731,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-60,24
847,106894.6749050335,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_10,24
848,106892.8727349266,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,24
849,106887.2985329859,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_45,24
850,106885.8255689231,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_1_tilt_all_-15,24
851,106885.8255689231,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_-15,24
852,106885.1715744532,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
853,106879.3053341190,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-15,24
854,106876.4124138356,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.51,24
855,106876.3133346886,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_0,24
856,106876.3133346886,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.11,24
857,106866.5502123622,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_30,24
858,106865.6383550255,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,24
859,106859.7164012926,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,24
860,106857.2849245368,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,24
861,106856.2876244397,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_2_tilt_all_-15,24
862,106856.2876244397,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_2_tilt_all_-15,24
863,106844.5919652334,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,24
864,106844.0407352295,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
865,106838.1253067305,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_0,24
866,106834.1387713043,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_45,24
867,106822.4373055101,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-45,24
868,106820.5623432918,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,24
869,106813.7588944672,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,24
870,106812.1164401651,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.16,24
871,106811.4309080486,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
872,106810.0870020432,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,24
873,106807.9094483268,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
874,106806.9910431609,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,24
875,106801.6117893905,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.51,24
876,106800.0284273951,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_-15,24
877,106795.3433311719,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,24
878,106794.7211284510,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_30,24
879,106786.8760890480,base_cap_tilt_all_-10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
880,106784.5805708210,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,24
881,106761.7040656523,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,24
882,106760.5983396250,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
883,106752.5295298739,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,24
